Building_Name_English,Building_Name_Traditional_Chinese,Address_English,Address_Traditional_Chinese,COCR_No,BEC_Edition,Issue_Date,Expiry_Date,Remark,Easting,Latitude,Longitude,Northing
"1 Sha Tsui Road","沙咀道1號","1 Sha Tsui Road, Tsuen Wan, New Territories","新界荃灣沙咀道1號","34-19919","2018",2023-01-20,2033-01-19,"","829179","22.37519","114.10804","826224"
"Plaza 228","","228 Wan Chai Road, Wan Chai, Hong Kong","香港灣仔灣仔道228號","34-19277","2015",2023-02-08,2033-02-07,"","838148","22.28974","114.19512","816759"
"Boton Technology Innovation Tower","波頓科創中心","368 Kwun Tong Road, Kwun Tong, Kowloon","九龍觀塘觀塘道368號","34-19754","2018",2023-02-07,2033-02-06,"","833199","22.3366","114.14708","821949"
"Ching Sum House","菁心樓","10 Yan Po Road, Tuen Mun, New Territories","新界屯門欣寶路10號","34-19497","2018",2023-02-09,2033-02-08,"","815141","22.41142","113.97168","830248"
"Ching Lok House","菁樂樓","10 Yan Po Road, Tuen Mun, New Territories","新界屯門欣寶路10號","34-19498","2018",2023-02-09,2033-02-08,"","837875","22.34118","114.19248","822455"
"Ching Hay House","菁喜樓","10 Yan Po Road, Tuen Mun, New Territories","新界屯門欣寶路10號","34-19499","2018",2023-02-09,2033-02-08,"","832759","22.28554","114.14283","816295"
"Ching Sin House","菁善樓","10 Yan Po Road, Tuen Mun, New Territories","新界屯門欣寶路10號","34-19500","2018",2023-02-09,2033-02-08,"","827860","22.35633","114.09524","824136"
"Health Aura","","9 Keswick Street, Causeway Bay, Hong Kong","香港銅鑼灣敬誠街9號","34-20069","2018",2023-02-02,2033-02-01,"","840773","22.28227","114.22059","815933"
"Operation Theatre Block of Tuen Mun Hospital","屯門醫院手術室大樓","23 Tsing Chung Koon Road, Tuen Mun, New Territories","新界屯門青松觀路23號","34-18171","2015",2023-02-13,2033-02-12,"","836042","22.30887","114.17468","818878"
"Wo Hei House and Wo Tin Shopping Centre","和喜樓及和田商場","35 Hing Kwai Street, Tuen Mun, New Territories","新界屯門興貴街35號","34-19546","2018",2023-02-09,2033-02-08,"","838137","22.34948","114.19502","823375"
"Wo Sin House","和善樓","35 Hing Kwai Street, Tuen Mun, New Territories","新界屯門興貴街35號","34-19547","2018",2023-02-09,2033-02-08,"","837302","22.31967","114.18691","820074"
"Wo Choi House","和彩樓","35 Hing Kwai Street, Tuen Mun, New Territories","新界屯門興貴街35號","34-19548","2018",2023-02-09,2033-02-08,"","840333","22.32929","114.21633","821140"
"Wo Lai House","和麗樓","35 Hing Kwai Street, Tuen Mun, New Territories","新界屯門興貴街35號","34-19549","2018",2023-02-09,2033-02-08,"","834592","22.44991","114.16059","834496"
"Wo Tin Estate Car Park","和田邨停車場","35 Hing Kwai Street, Tuen Mun, New Territories","新界屯門興貴街35號","34-20305","2018",2023-02-09,2033-02-08,"","842629","22.30938","114.23861","818936"
"The Cloud","雲之端","111 Tung Chau Street, Tai Kok Tsui, Kowloon","九龍大角咀通洲街111號","34-19979","2018",2023-02-09,2033-02-08,"","838709","22.41531","114.20058","830665"
"St Michel (Podium)","瓏珀山 (平台)","33 To Shek Street, Sha Tin, New Territories","新界沙田多石街33號","34-19163","2015",2023-02-13,2033-02-12,"","838734","22.37509","114.20082","826211"
"Landmark South","","39 Yip Kan Street, Wong Chuk Hang, Hong Kong","香港黃竹坑業勤街39號","34-19231","2015",2023-02-24,2033-02-23,"","835324","22.30132","114.16771","818042"
"One Victoria - Tower 1","維港1號 - 第一座","21 Shing Fung Road, Kai Tak, Kowloon","九龍啟德承豐道21號","34-19858","2018",2023-02-27,2033-02-26,"","833208","22.32781","114.14717","820975"
"One Victoria - Tower 2","維港1號 - 第二座","21 Shing Fung Road, Kai Tak, Kowloon","九龍啟德承豐道21號","34-19859","2018",2023-02-27,2033-02-26,"","833208","22.32781","114.14717","820975"
"One Victoria - Ocean Villa","維港1號 - 迎海大宅","21 Shing Fung Road, Kai Tak, Kowloon","九龍啟德承豐道21號","34-19860","2018",2023-02-27,2033-02-26,"","833363","22.2878","114.14868","816545"
"One Victoria - Podium","維港1號 - 平台層","21 Shing Fung Road, Kai Tak, Kowloon","九龍啟德承豐道21號","34-19861","2018",2023-02-27,2033-02-26,"","842681","22.27539","114.2391","815172"
"Goodman Tsuen Wan West Building 3","嘉民荃灣西三座","8 Sha Tsui Road, Tsuen Wan, New Territories","新界荃灣沙咀道8號","34-20067","2018",2023-02-23,2033-02-22,"","830153","22.36489","114.11751","825083"
"La Marina (Podium)","揚海 (平台)","11, Heung Yip Road, Wong Chuk Hang, Hong Kong","香港黃竹坑香葉道11號","34-19980","2018",2023-03-01,2033-02-28,"","835227","22.24619","114.16677","811937"
"La Marina (Tower 1)","揚海 (第一座)","11, Heung Yip Road, Wong Chuk Hang, Hong Kong","香港黃竹坑香葉道11號","34-19981","2018",2023-03-01,2033-02-28,"","835227","22.24619","114.16677","811937"
"La Marina (Tower 2)","揚海 (第二座)","11, Heung Yip Road, Wong Chuk Hang, Hong Kong","香港黃竹坑香葉道11號","34-19982","2018",2023-03-01,2033-02-28,"","835227","22.24619","114.16677","811937"
"Residential Development at Tuen Mun Town Lot No. 516 - Basement","屯門住宅物業發展地段第516號 - 地庫","Tsing Ha Lane, Area 20, Tuen Mun, New Territories","新界屯門第20區青霞里","34-19575","2018",2023-03-10,2033-03-09,"","816444","22.41972","113.98432","831166"
"Residential Development at Tuen Mun Town Lot No. 516 - Clubhouse","屯門住宅物業發展地段第516號 - 會所","Tsing Ha Lane, Area 20, Tuen Mun, New Territories","新界屯門第20區青霞里","34-19576","2018",2023-03-10,2033-03-09,"","836862","22.43829","114.18265","833209"
"Residential Development at Tuen Mun Town Lot No. 516 - Tower 1 (T1)","屯門住宅物業發展地段第516號 - 第一座","Tsing Ha Lane, Area 20, Tuen Mun, New Territories","新界屯門第20區青霞里","34-19577","2018",2023-03-10,2033-03-09,"","830478","22.37066","114.12066","825721"
"Residential Development at Tuen Mun Town Lot No. 516 - Tower 2 (T2)","屯門住宅物業發展地段第516號 - 第二座","Tsing Ha Lane, Area 20, Tuen Mun, New Territories","新界屯門第20區青霞里","34-19578","2018",2023-03-10,2033-03-09,"","830536","22.3705","114.12122","825704"
"88 Wing Lok Street","永樂街88號","88 Wing Lok Street, Sheung Wan, Hong Kong","香港上環永樂街88號","34-20163","2018",2023-03-15,2033-03-14,"","833606","22.28649","114.15104","816400"
"41 King Yip Street","敬業街41號","41 King Yip Street, Kwun Tong, Kowloon","九龍觀塘敬業街41號","34-19900","2018",2023-03-17,2033-03-16,"","841166","22.30751","114.22441","818728"
"Clubhouse of Tai Wai Station Property Development","","18 Che Kung Miu Road, Sha Tin, New Territories","新界沙田車公廟路18號","34-17793","2018",2023-03-17,2033-03-16,"","837616","22.26172","114.18995","813657"
"Tower 2 of Tai Wai Station Property Development","","18 Che Kung Miu Road, Sha Tin, New Territories","新界沙田車公廟路18號","34-17790","2015",2023-03-17,2033-03-16,"","836191","22.37343","114.17613","826027"
"Tower 3 of Tai Wai Station Property Development","","18 Che Kung Miu Road, Sha Tin, New Territories","新界沙田車公廟路18號","34-17789","2015",2023-03-17,2033-03-16,"","836168","22.37314","114.1759","825995"
"Tower 5 of Tai Wai Station Property Development","","18 Che Kung Miu Road, Sha Tin, New Territories","新界沙田車公廟路18號","34-17786","2015",2023-03-17,2033-03-16,"","834497","22.32743","114.15969","820933"
"Tower 6 of Tai Wai Station Property Development","","18 Che Kung Miu Road, Sha Tin, New Territories","新界沙田車公廟路18號","34-17785","2015",2023-03-17,2033-03-16,"","834127","22.31819","114.15609","819911"
"Tower 7 of Tai Wai Station Property Development","","18 Che Kung Miu Road, Sha Tin, New Territories","新界沙田車公廟路18號","34-17784","2015",2023-03-17,2033-03-16,"","837620","22.456","114.19001","835170"
"Ching Shun House","菁信樓","10 Yan Po Road, Tuen Mun, New Territories","新界屯門欣寶路10號","34-19406","2018",2023-03-23,2033-03-22,"","836399","22.37651","114.17815","826369"
"(Podium) Southland, Phase 1 of the Southside","港島南岸第一期 - 晉環 (平台)","11 Heung Yip Road, Wong Chuk Hang, Hong Kong","香港黃竹坑香葉道11號","34-19124","2015",2023-03-20,2033-03-19,"","835352","22.24559","114.16798","811871"
"(Location 1) Southland, Phase 1 of the Southside","港島南岸第一期 - 晉環 (位置一)","11 Heung Yip Road, Wong Chuk Hang, Hong Kong","香港黃竹坑香葉道11號","34-19621","2018",2023-03-20,2033-03-19,"","835352","22.24559","114.16798","811871"
"(Tower 1) Southland, Phase 1 of the Southside","港島南岸第一期 - 晉環 (一座)","11 Heung Yip Road, Wong Chuk Hang, Hong Kong","香港黃竹坑香葉道11號","34-19464","2018",2023-03-20,2033-03-19,"","833279","22.24506","114.14788","811812"
"(Tower 2) Southland, Phase 1 of the Southside","港島南岸第一期 - 晉環 (二座)","11 Heung Yip Road, Wong Chuk Hang, Hong Kong","香港黃竹坑香葉道11號","34-19465","2018",2023-03-20,2033-03-19,"","835352","22.24559","114.16798","811871"
"(Location 2) Southland, Phase 1 of the Southside","港島南岸第一期 - 晉環 (位置二)","11 Heung Yip Road, Wong Chuk Hang, Hong Kong","香港黃竹坑香葉道11號","34-19770","2018",2023-03-20,2033-03-19,"","835352","22.24559","114.16798","811871"
"The Queens","尚瓏","160 Queen's Road West, Sai Ying Pun, Hong Kong","香港西營盤皇后大道西160號","34-19891","2018",2023-03-22,2033-03-21,"","832988","22.28675","114.14505","816429"
"Allegro","瓏碧","138 Carpenter Road, Kowloon City, Kowloon","九龍九龍城賈炳達道138號","34-19825","2018",2023-03-29,2033-03-28,"","837342","22.33085","114.1873","821312"
"Hong Chi Pinehill School & Pinehill No. 2 School Hostel","匡智松嶺學校及匡智松嶺第二校宿舍","Pinehill Village, Chung Nga Road, Tai Po, New Territories","新界大埔松嶺村頌雅路","34-20054","2018",2023-04-03,2033-04-02,"","814423","22.38704","113.96475","827550"
"Madera Garden","芳菲","5 Victory Avenue, Ho Man Tin, Kowloon","九龍何文田勝利道5號","34-19862","2018",2023-04-03,2033-04-02,"","831301","22.28177","114.12868","815878"
"Proposed Hotel and Commercial Building at 742-744 Nathan Road","","742-744 Nathan Road, Mong Kok, Kowloon","九龍旺角彌敦道742-744號","34-18962","2015",2023-04-04,2033-04-03,"","835723","22.30964","114.17159","818963"
"One North (Podium)","朗壹廣場","8 Hong Yip Street, Yuen Long, New Territories","新界元朗康業街8號","34-19887","2018",2023-04-12,2033-04-11,"","834361","22.28343","114.15837","816061"
"One North (Tower 1)","朗壹廣場","8 Hong Yip Street, Yuen Long, New Territories","新界元朗康業街8號","34-19888","2018",2023-04-12,2033-04-11,"","834361","22.28343","114.15837","816061"
"One North (Tower 2)","朗壹廣場","8 Hong Yip Street, Yuen Long, New Territories","新界元朗康業街8號","34-19889","2018",2023-04-12,2033-04-11,"","834361","22.28343","114.15837","816061"
"The Met. Azure","薈藍","8 Liu To Road, Tsing Yi, New Territories","新界青衣寮肚路8號","34-19840","2018",2023-04-13,2033-04-12,"","828007","22.35758","114.09667","824274"
"Horizon East","東傲","1 Tsat Po Street, San Po Kong, Kowloon","九龍新蒲崗七寶街1號","34-19957","2018",2023-04-11,2033-04-10,"","836581","22.31865","114.17991","819961"
"11 Kwun Fung Street","冠峰街11號","11 Kwun Fung Street, Tuen Mun, New Territories","新界屯門冠峰街11號","34-19523","2018",2023-04-18,2033-04-17,"","818885","22.36925","114.00809","825574"
"Tower 1 of GRAND HOMM","傲玟1座","17 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街17號","34-18774","2015",2023-04-18,2033-04-17,"","836581","22.31865","114.17991","819961"
"Tower 2 of GRAND HOMM","傲玟2座","17 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街17號","34-18775","2015",2023-04-18,2033-04-17,"","836598","22.31859","114.18008","819955"
"Tower 3 of GRAND HOMM","傲玟3座","17 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街17號","34-18776","2015",2023-04-18,2033-04-17,"","836620","22.3185","114.18029","819944"
"Tower 5 of GRAND HOMM","傲玟5座","17 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街17號","34-18777","2015",2023-04-18,2033-04-17,"","836594","22.31817","114.18003","819908"
"Tower 6 of GRAND HOMM","傲玟6座","17 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街17號","34-18778","2015",2023-04-18,2033-04-17,"","836581","22.31801","114.17991","819890"
"Tower 7 of GRAND HOMM","傲玟7座","17 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街17號","34-18779","2015",2023-04-18,2033-04-17,"","836558","22.31797","114.17969","819885"
"Clubhouse and Carpark of GRAND HOMM","傲玟會所及停車場","17 Sheung Shing Street, Ho Man Tin, Kowloon","九龍何文田常盛街17號","34-18780","2015",2023-04-18,2033-04-17,"","836463","22.37269","114.17876","825945"
"St Michel (Tower 1)","瓏珀山 (第一座)","33 To Shek Street, Sha Tin, New Territories","新界沙田多石街33號","34-19268","2015",2023-04-18,2033-04-17,"","838734","22.37509","114.20082","826211"
"St Michel (Tower 2)","瓏珀山 (第二座)","33 To Shek Street, Sha Tin, New Territories","新界沙田多石街33號","34-19269","2015",2023-04-18,2033-04-17,"","838734","22.37509","114.20082","826211"
"High Peak","寶峰","23 Po Shan Road, Mid Levels, Hong Kong","香港半山區寶珊道23號","34-19631","2018",2023-04-11,2033-04-10,"","819373","22.29428","114.01292","817271"
"Anchors Academy","安基司學校","1 Ko Po Path, Yuen Long, New Territories","新界元朗高埔徑1號","34-21292","2018",2023-04-18,2033-04-17,"","836589","22.26596","114.17999","814127"
"16A-D Shouson Hill Road (House A)","壽山村道16A-D (A棟)","16A-D Shouson Hill Road, Southern, Hong Kong","香港南區壽臣山道16A-D號","34-18707","2015",2023-04-17,2033-04-16,"","836533","22.24996","114.17944","812354"
"16A-D Shouson Hill Road (House B)","壽山村道16A-D (B棟)","16A-D Shouson Hill Road, Southern, Hong Kong","香港南區壽臣山道16A-D號","34-18796","2015",2023-04-17,2033-04-16,"","836533","22.24996","114.17944","812354"
"The Upper South","逸南","71 Main Street, Ap Lei Chau, Southern District, Hong Kong","香港南區鴨脷洲大街71號","34-19922","2018",2023-04-26,2033-04-25,"","834085","22.24393","114.15569","811687"
"Carpark 4 Expansion, Hong Kong International Airport","","Chek Lap Kok, Lantau, New Territories","新界赤臘角香港國際機場","34-18480","2015",2023-04-28,2033-04-27,"","810906","22.30324","113.93074","818275"
"Proposed Residential Development at N.K.I.L. No. 6564, Kai Tak Area 1L Site 1, Kai Tak, Kowloon (Tower 1A&1B)","","12 Muk Tai Street, Kai Tak, Kowloon","九龍啟德沐泰街12號","34-19580","2018",2023-04-26,2033-04-25,"","838693","22.32988","114.20042","821204"
"Proposed Residential Development at N.K.I.L. No. 6564, Kai Tak Area 1L Site 1, Kai Tak, Kowloon (Tower 2A&2B)","","12 Muk Tai Street, Kai Tak, Kowloon","九龍啟德沐泰街12號","34-19581","2018",2023-04-26,2033-04-25,"","838761","22.32945","114.20108","821157"
"Proposed Residential Development at N.K.I.L. No. 6564, Kai Tak Area 1L Site 1, Kai Tak, Kowloon (Mansion A)","","12 Muk Tai Street, Kai Tak, Kowloon","九龍啟德沐泰街12號","34-19582","2018",2023-04-26,2033-04-25,"","838963","22.33069","114.20303","821295"
"Proposed Residential Development at N.K.I.L. No. 6564, Kai Tak Area 1L Site 1, Kai Tak, Kowloon (Mansion B)","","12 Muk Tai Street, Kai Tak, Kowloon","九龍啟德沐泰街12號","34-19583","2018",2023-04-26,2033-04-25,"","838963","22.33069","114.20303","821295"
"Proposed Residential Development at N.K.I.L. No. 6564, Kai Tak Area 1L Site 1, Kai Tak, Kowloon (Mansion C)","","12 Muk Tai Street, Kai Tak, Kowloon","九龍啟德沐泰街12號","34-19584","2018",2023-04-26,2033-04-25,"","838963","22.33069","114.20303","821295"
"Proposed Residential Development at N.K.I.L. No. 6564, Kai Tak Area 1L Site 1, Kai Tak, Kowloon (Mansion D)","","12 Muk Tai Street, Kai Tak, Kowloon","九龍啟德沐泰街12號","34-19585","2018",2023-04-26,2033-04-25,"","838963","22.33069","114.20303","821295"
"Proposed Residential Development at N.K.I.L. No. 6564, Kai Tak Area 1L Site 1, Kai Tak, Kowloon (Clubhouse)","","12 Muk Tai Street, Kai Tak, Kowloon","九龍啟德沐泰街12號","34-19586","2018",2023-04-26,2033-04-25,"","838963","22.33069","114.20303","821295"
"Proposed Residential Development at N.K.I.L. No. 6564, Kai Tak Area 1L Site 1, Kai Tak, Kowloon (Common Basement Floor & Podium)","","12 Muk Tai Street, Kai Tak, Kowloon","九龍啟德沐泰街12號","34-19587","2018",2023-04-26,2033-04-25,"","838963","22.33069","114.20303","821295"
"Two Taikoo Place","太古坊二座","979 King's Road, Quarry Bay, Hong Kong","香港鰂魚涌英皇道979號","34-19190","2015",2023-04-26,2033-04-25,"","839964","22.28755","114.21274","816518"
"Villa Lucca - 223 Clubhouse","林海山城 - 223會所","36 Lo Fai Road, Tai Po, New Territories","新界大埔露輝路36號","34-19665","2018",2023-04-28,2033-04-27,"","838173","22.46231","114.19538","835870"
"Villa Lucca - 229 Clubhouse","林海山城 - 229會所","36 Lo Fai Road, Tai Po, New Territories","新界大埔露輝路36號","34-19666","2018",2023-04-28,2033-04-27,"","838173","22.46231","114.19538","835870"
